project,tags,country,site,latitude,longitude,reef_type,reef_zone,reef_exposure,reef_slope,tide,current,visibility,relative_depth,management,management_secondary,management_est_year,management_size,management_parties,management_compliance,management_rules,sample_date,sample_time,depth,transect_length,transect_width,assigned_transect_width_m,size_bin,observers,transect_number,label,fish_family,fish_genus,fish_taxon,size,biomass_constant_a,biomass_constant_b,biomass_constant_c,count,biomass_kgha,trophic_level,trophic_group,functional_group,vulnerability,data_policy_beltfish,project_notes,site_notes,management_notes,sample_unit_id,sample_event_id,project_admins,contact_link
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Haemulidae,Haemulon,Haemulon flavolineatum,12,0.012454,3.063327,1,1,12.59,3.46,invertivore-mobile,macro-invertivore,31.73,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Acanthuridae,Acanthurus,Acanthurus coeruleus,7,0.02147,3.022,1,1,3.84,2,herbivore-macroalgae,browser,58.55,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Scaridae,Sparisoma,Sparisoma viride,4,0.0138,3.05,1,1,0.47,2,herbivore-detritivore,excavator,31.4,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Scaridae,Scarus,Scarus iseri,10,0.0158,3.0515,1,2,17.79,2,herbivore-detritivore,scraper,17.19,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Scaridae,Scarus,Scarus iseri,8,0.0158,3.0515,1,1,4.5,2,herbivore-detritivore,scraper,17.19,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Scaridae,Scarus,Scarus iseri,4,0.0158,3.0515,1,1,0.54,2,herbivore-detritivore,scraper,17.19,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Labridae,Thalassoma,Thalassoma bifasciatum,4,0.0107,2.916,1,1,0.3,3.49,planktivore,planktivore,19.56,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Labridae,Halichoeres,Halichoeres bivittatus,5,0.010516,3.092435,1,2,1.53,3.82,piscivore,pisci-invertivore,36.66,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Labridae,Halichoeres,Halichoeres bivittatus,7,0.010516,3.092435,1,2,4.32,3.82,piscivore,pisci-invertivore,36.66,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Labridae,Halichoeres,Halichoeres bivittatus,4,0.010516,3.092435,1,1,0.38,3.82,piscivore,pisci-invertivore,36.66,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Labridae,Halichoeres,Halichoeres garnoti,6,0.00519,2.54,1,1,0.25,3.7,invertivore-mobile,macro-invertivore,28.13,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Labridae,Halichoeres,Halichoeres garnoti,8,0.00519,2.54,1,1,0.51,3.7,invertivore-mobile,macro-invertivore,28.13,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Pomacentridae,Stegastes,Stegastes adustus,6,0.01995,2.99,1,1,2.12,2.49,omnivore,cropper/grazer,26,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Scaridae,Sparisoma,Sparisoma aurofrenatum,20,0.0117,3.15,1,1,73.35,2,herbivore-detritivore,excavator,22.3,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Scaridae,Sparisoma,Sparisoma aurofrenatum,14,0.0117,3.15,1,2,47.7,2,herbivore-detritivore,excavator,22.3,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Lutjanidae,Lutjanus,Lutjanus apodus,18,0.015428,2.988638,1,1,43.53,4.25,piscivore,pisci-invertivore,35.06,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Lutjanidae,Lutjanus,Lutjanus apodus,14,0.015428,2.988638,1,1,20.54,4.25,piscivore,pisci-invertivore,35.06,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,2,10,2m,2,1,Alexander Navarro,41,NA,Haemulidae,Anisotremus,Anisotremus virginicus,15,0.00903,3.24,1,1,29.19,3.6,invertivore-mobile,macro-invertivore,36.78,public,NA,NA,NA,8d3fa7aa-7944-4f16-8117-e6cde1410680,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Pomacentridae,Stegastes,Stegastes diencaeus,6,0.01995,2.99,1,1,2.12,2,herbivore-detritivore,cropper/grazer,24.15,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Haemulidae,Haemulon,Haemulon sciurus,14,0.031917,2.8819,1,1,32.06,3.48,invertivore-mobile,macro-invertivore,35.33,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Haemulidae,Haemulon,Haemulon sciurus,18,0.031917,2.8819,1,1,66.15,3.48,invertivore-mobile,macro-invertivore,35.33,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Haemulidae,Haemulon,Haemulon flavolineatum,14,0.012454,3.063327,1,1,20.19,3.46,invertivore-mobile,macro-invertivore,31.73,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Acanthuridae,Acanthurus,Acanthurus coeruleus,4,0.02147,3.022,1,1,0.71,2,herbivore-macroalgae,browser,58.55,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Scaridae,Scarus,Scarus taeniopterus,2,0.0135,3.18,1,6,0.37,2,herbivore-detritivore,scraper,26.02,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Scaridae,Sparisoma,Sparisoma viride,4,0.0138,3.05,1,1,0.47,2,herbivore-detritivore,excavator,31.4,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Scaridae,Scarus,Scarus iseri,6,0.0158,3.0515,1,1,1.87,2,herbivore-detritivore,scraper,17.19,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Labridae,Thalassoma,Thalassoma bifasciatum,7,0.0107,2.916,1,2,3.12,3.49,planktivore,planktivore,19.56,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Labridae,Thalassoma,Thalassoma bifasciatum,3,0.0107,2.916,1,19,2.5,3.49,planktivore,planktivore,19.56,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Labridae,Thalassoma,Thalassoma bifasciatum,20,0.0107,2.916,1,4,133.11,3.49,planktivore,planktivore,19.56,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Labridae,Halichoeres,Halichoeres bivittatus,4,0.010516,3.092435,1,5,1.91,3.82,piscivore,pisci-invertivore,36.66,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Labridae,Halichoeres,Halichoeres garnoti,6,0.00519,2.54,1,1,0.25,3.7,invertivore-mobile,macro-invertivore,28.13,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Labridae,Halichoeres,Halichoeres garnoti,5,0.00519,2.54,1,5,0.77,3.7,invertivore-mobile,macro-invertivore,28.13,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Labridae,Halichoeres,Halichoeres maculipinna,4,0.00276,2.943,1,1,0.08,3.5,invertivore-mobile,macro-invertivore,27.47,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,38,NA,Labridae,Halichoeres,Halichoeres maculipinna,6,0.00276,2.943,1,1,0.27,3.5,invertivore-mobile,macro-invertivore,27.47,public,NA,NA,NA,292af720-3f03-43c5-a633-978c0c065d73,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,39,NA,Pomacentridae,Stegastes,Stegastes diencaeus,7,0.01995,2.99,1,1,3.36,2,herbivore-detritivore,cropper/grazer,24.15,public,NA,NA,NA,f2459499-29c9-413e-a1ae-aa98273e499a,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,BCMR 22,18.138644,-87.823355,patch,back reef,sheltered,NA,NA,NA,5-10m - fair,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-20,12:40:00,3,10,2m,2,1,Alexander Navarro,39,NA,Aulostomidae,Aulostomus,Aulostomus maculatus,30,0.00396,3.08,1,1,70.18,4.26,piscivore,pisci-invertivore,49.99,public,NA,NA,NA,f2459499-29c9-413e-a1ae-aa98273e499a,ab28a513-5920-4102-a7ae-056bb4ec9b41,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
